customer_key,customer_id,customer_name,sub_trade_channel,trade_channel,super_channel,business_segment,business_type,sales_organization,sales_office,market_unit,cdm_tier
1929,501012965,SPRING MARKET #0726,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LITTLE ROCK, AR",MID SOUTH MUGM,
1930,501013543,TARGET #3320,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"CAPITOL HEIGHTS, MD",MID ATLANTIC MUGM,
1931,501013743,HOLIDAY INN EXPRESS,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,DSD,CCBCC Operations,"FREDERICKSBURG, VA",MID ATLANTIC MUGM,
1932,501013762,WALGREENS #18275,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LOGAN, WV",CENTRAL MUGM,
1933,501014399,SPEEDWAY #7175,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
1934,501014441,DOLLAR GENERAL #20261,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1935,501015381,LION XPRESS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1936,501016135,PIPERS WINE AND SPIRITS,LIQUOR/BEER/WINE,LIQUOR/BEER/WINE/SOFT DRINK,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1937,501016297,LOS CUATES MEXICAN STORE,QSR-MEXICAN,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"RIDGELAND, SC",CAROLINAS MUGM,
1938,501016431,DOLLAR GENERAL #20853,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
1939,501016585,MANSFIELD SHELL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MANSFIELD, OH",MID WEST MUGM,
1940,501017900,MENCHVILLE FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"NORFOLK, VA",MID ATLANTIC MUGM,
1941,501018170,WAREHOUSE LIQUOR,LIQUOR/BEER/WINE-OP,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"LITTLE ROCK, AR",MID SOUTH MUGM,
1942,501018171,MONTE ALBAN MEXICAN RESTAURANT,FSR-MEXICAN,FULL SERVICE RESTAURANT-FSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"CHARLESTON, WV",CENTRAL MUGM,
1943,501018343,WALGREENS #17684,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
1944,501018347,WALGREENS #17966,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1945,501018349,WALGREENS #18015,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1946,501018352,WALGREENS #19380,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1947,501019159,CVS #10856,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
1948,501019233,7 ELEVEN #37697,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CAPITOL HEIGHTS, MD",MID ATLANTIC MUGM,
1949,501019663,CARNECIERA EL RANCHO GRANDE,OTHER SPECIALTY FOOD,SPECIALTY FOOD STORE,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
1950,501020269,RASULS MARKETBERLIN CTR,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
1951,501020849,SPARTA EXXON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MOUNT AIRY, NC",CAROLINAS MUGM,
1952,501021438,7 ELEVEN #39974,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
1953,501021472,BIG RED LIQUORS #0226,LIQUOR/BEER/WINE-OP,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
1954,501021487,BIG RED LIQUORS #0026,LIQUOR/BEER/WINE-OP,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
1955,501021759,COOK OUT #0267 WAL,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"RIDGELAND, SC",CAROLINAS MUGM,
1956,501022181,ESTEPP ENERGY #1009,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
1957,501022266,CORNER CONVENIENT,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"FAYETTEVILLE, NC",CAROLINAS MUGM,
1958,501022603,NOLENSVILLE ACE HARDWARE,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
1959,501023415,LOVES TRAVEL STOP #0779,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LITTLE ROCK, AR",MID SOUTH MUGM,
1960,501024060,SAMSCLUB ONLINE ECOMM NORFOLK VA,ECOMMERCE LARGE STOR,ECOMMERCE LARGE STORE,LARGE STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"NORFOLK, VA",MID ATLANTIC MUGM,
1961,501024203,SAMSCLUB ONLINE ECOMM YOUNGSTOWN OH,ECOMMERCE LARGE STOR,ECOMMERCE LARGE STORE,LARGE STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
1962,501024233,SAMSCLUB ONLINE ECOMM LELAND NC,ECOMMERCE LARGE STOR,ECOMMERCE LARGE STORE,LARGE STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"LELAND, NC",CAROLINAS MUGM,
1963,501024724,HUB #0005,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLAYTON, NC",CAROLINAS MUGM,
1964,501025098,GAS EXPRESS 309 CK #2652049,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LITTLE ROCK, AR",MID SOUTH MUGM,
1965,501025341,MAIN STREET EXXON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
1966,501025562,DOLLAR GENERAL #20768,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"MANSFIELD, OH",MID WEST MUGM,
1967,501026807,BFS FOODS #0089,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLARKSBURG, WV",CENTRAL MUGM,
1968,501027206,PAR MAR #0140,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELKINS, WV",CENTRAL MUGM,
1969,501027446,MURPHY USA #8886,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COLUMBIA, SC",CAROLINAS MUGM,
1970,501027538,DOLLAR GENERAL #20398,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"ROANOKE SATELLITE, VA",MID ATLANTIC MUGM,
1971,501027563,RALEIGH ICE PLEX BC,ICE SKATING/ROLLER S,RECREATION,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"CLAYTON, NC",CAROLINAS MUGM,
1972,501027889,DOLLAR GENERAL #20841,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"CHARLOTTE, NC",CAROLINAS MUGM,
1973,501027936,ADVANCE AUTO PARTS #4100,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"CHARLOTTE, NC",CAROLINAS MUGM,
1974,501028743,DOLLAR GENERAL #20937,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"GREENVILLE, NC",CAROLINAS MUGM,
1975,501029004,HANDY MART #0023,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"HAGERSTOWN, MD",MID ATLANTIC MUGM,
1976,501029249,STUTTGART KWIK MART INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LITTLE ROCK, AR",MID SOUTH MUGM,
1977,501029956,PAR MAR #0134,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLARKSBURG, WV",CENTRAL MUGM,
1978,501030017,PAR MAR #0137,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLARKSBURG, WV",CENTRAL MUGM,
1979,501030041,PAR MAR #0133,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLARKSBURG, WV",CENTRAL MUGM,
1980,501030055,PAR MAR #0139,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLARKSBURG, WV",CENTRAL MUGM,
1981,501031954,WALGREENS #17474,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
1982,501031958,WALGREENS #19653,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CHARLESTON, WV",CENTRAL MUGM,
1983,501032011,WALGREENS #18050,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"RIDGELAND, SC",CAROLINAS MUGM,
1984,501032012,WALGREENS #18200,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"SANDSTON, VA DC",MID ATLANTIC MUGM,
1985,501032013,WALGREENS #18419,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
1986,501032095,PETRO MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MARION, SC",CAROLINAS MUGM,
1987,501032968,WALGREENS #19741,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
1988,501033102,WALGREENS #19090,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CHARLESTON, WV",CENTRAL MUGM,
1989,501033108,WALGREENS #19454,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
1990,501033778,SAMIRS QUICK STOP #0019,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"HICKORY, NC",CAROLINAS MUGM,
1991,501033932,REFUEL #0052,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CONWAY, SC",CAROLINAS MUGM,
1992,501033944,REFUEL #0051,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CONWAY, SC",CAROLINAS MUGM,
1993,501034210,WALGREENS #19210,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"HAGERSTOWN, MD",MID ATLANTIC MUGM,
1994,501034413,FENWICK INN MARKET,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,DSD,CCBCC Operations,"SALISBURY, MD",MID ATLANTIC MUGM,
1995,501034470,LITTLE GENERAL #7725,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLUEFIELD, WV",CENTRAL MUGM,
1996,501034516,ELKS LODGE,OTHER BAR/TAVERN/LIC,BAR/TAVERN/LICENSED ESTABLISHMENT,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"SALISBURY, MD",MID ATLANTIC MUGM,
1997,501034585,LITTLE GENERAL #7735,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLUEFIELD, WV",CENTRAL MUGM,
1998,501034700,DOMINOS #4443,QSR-PIZZA,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"SALISBURY, MD",MID ATLANTIC MUGM,
1999,501035133,AIKEN XPRESS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COLUMBIA, SC",CAROLINAS MUGM,
2000,501035266,SUNOCO NEEDMORE RD,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"DAYTON, OH",MID WEST MUGM,
2001,501035295,KWIK PANTRY,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"GREENVILLE, SC",CAROLINAS MUGM,
2002,501035882,FOOD CITY #0665,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
2003,501036008,AMIGOS MEXICAN GRILL 3,FSR-MEXICAN,FULL SERVICE RESTAURANT-FSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2004,501036164,TOWER OF GAMES,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"NORFOLK, VA",MID ATLANTIC MUGM,
2005,501036197,KROGER #0951,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"DAYTON, OH",MID WEST MUGM,
2006,501036477,THE BODEGA,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
2007,501037245,GALLERY MARKET,LIQUOR/BEER/WINE-OP,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"BALTIMORE, MD",MID ATLANTIC MUGM,
2008,501037786,GOGAS #0017 #4 OUTSIDE,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,FSV - Full Service,CCBCC Operations,"CLAYTON, NC",CAROLINAS MUGM,
2009,501038097,TIMES OIL 55,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CHARLOTTE, NC",CAROLINAS MUGM,
2010,501038797,GIANT OIL #0596,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"DAYTON, OH",MID WEST MUGM,
2011,501038995,DOLLAR GENERAL #21366,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2012,501039120,DOLLAR GENERAL #21170,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
2013,501039132,ARAMARK 18786 CAP ONE WC COMMONS A,OTHER BUSINESS AND P,BUSINESS & PROFESSIONAL OFFICE,AT-WORK,ON PREMISE,DSD,CCBCC Operations,"SANDSTON, VA DC",MID ATLANTIC MUGM,
2014,501039794,FOOD LION #2250,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"HICKORY, NC",CAROLINAS MUGM,
2015,501039931,FOOD CITY #0858,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ROANOKE SATELLITE, VA",MID ATLANTIC MUGM,
2016,501039966,NASHVILLE WINE AND SPIRITS,LIQUOR/BEER/WINE-OP,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2017,501042124,CHICOD STORE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"GREENVILLE, NC",CAROLINAS MUGM,
2018,501042182,CARROLL CO WELLNESS CTR,OTHER RECREATION,RECREATION,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"MOUNT AIRY, NC",CAROLINAS MUGM,
2019,501043175,ST HENRY ONE STOP,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LIMA, OH",MID WEST MUGM,
2020,501043458,BREAK TYME,FULL LINE OPERATOR,FULL LINE OPERATOR,WHOLESALE/CONTRACT VENDING,ON PREMISE,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
2021,501043475,DOLLAR GENERAL #20558,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"CUMBERLAND, MD",MID ATLANTIC MUGM,
2022,501043534,CANEY FORK GENERAL STORE,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BRYSON CITY, NC",CAROLINAS MUGM,
2023,501043781,OREILLY AUTO PARTS #6382,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"BRYSON CITY, NC",CAROLINAS MUGM,
2024,501043807,MAYBELLES MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"SANDSTON, VA DC",MID ATLANTIC MUGM,
2025,501043877,HOPEWELL GAS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"GREENVILLE, SC",CAROLINAS MUGM,
2026,501045355,WALGREENS #19312,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CAPITOL HEIGHTS, MD",MID ATLANTIC MUGM,
2027,501045363,WALGREENS #17311,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
2028,501045467,MCDONALDS,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
2029,501045747,MCDONALDS,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"CHARLESTON, WV",CENTRAL MUGM,
2030,501046321,MCDONALDS #07896,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"FAYETTEVILLE, NC",CAROLINAS MUGM,
2031,501046522,MCDONALDS #18146,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"CHARLOTTE, NC",CAROLINAS MUGM,
2032,501046721,MCDONALDS #35414 UNITIZED,QSR-HAMBURGER,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"CHARLOTTE, NC",CAROLINAS MUGM,
2033,501048700,RICHIES CORNER STOP,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"DAYTON, OH",MID WEST MUGM,
2034,501052617,WALGREENS #17712,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CAPITOL HEIGHTS, MD",MID ATLANTIC MUGM,
2035,501052727,TIGER FUEL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2036,501052787,JORDANS KWIK STOP #0055,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
2037,501052903,HARPERS FERRY OUTFITTERS,OTHER SPECIALTY SERV,RETAIL SPECIALTY SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"HAGERSTOWN, MD",MID ATLANTIC MUGM,
2038,501053042,RHEA CTY COMMUNITY CTR INSIDE GYM,OTHER LEISURE,LEISURE,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,FSV - Full Service,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
2039,501053095,HERMITAGE Z MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2040,501053672,SUNSHINE CORP,OTHER BUSINESS AND P,BUSINESS & PROFESSIONAL OFFICE,AT-WORK,ON PREMISE,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
2041,501053964,ND PETROLEUM INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
2042,501053998,MCLEOD HEALTH CAROLINA FOREST,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"CONWAY, SC",CAROLINAS MUGM,
2043,501057766,FIVE STAR #4500,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2044,501057894,DOLLAR GENERAL #09584,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
2045,501058021,IANS MARKET #0066,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"JOHNSON CITY, TN",MID SOUTH MUGM,
2046,501058318,J B MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"JOHNSON CITY, TN",MID SOUTH MUGM,
2047,501058344,HIGHLAND FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
2048,501058732,DCHS TEACHERS LOUNGE 2,EDUCATION - NON REST,PRIMARY/SECONDARY SCHOOL,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"LAVERGNE, TN",MID SOUTH MUGM,
2049,501060656,EK SUPER MART INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MEMPHIS, TN",MID SOUTH MUGM,
2050,501061540,GIANT FOOD #2748,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
2051,501061560,KWIK N KOLD,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
2052,501061722,SHELBY FOOD GAS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
2053,501061788,BEECH CREEK GOLF COURSE,FITNESS/SPORT CLUB,RECREATION,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"ERLANGER, KY",CENTRAL MUGM,
2054,501062202,WALGREENS #17404,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
2055,501062205,WALGREENS #19076,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CAPITOL HEIGHTS, MD",MID ATLANTIC MUGM,
2056,501062788,BRICKMAKERS CAFE AT OCCOQUAN PARK,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"ALEXANDRIA, VA",MID ATLANTIC MUGM,
