youth_id,assessment_date,literacy_score,digital_learning_completion
Y1420,2023-04-15,68,55
Y1421,2023-04-15,82,71
Y1422,2023-04-15,66,46
Y1423,2023-04-15,72,67
Y1424,2023-04-15,83,81
Y1425,2023-04-15,67,56
Y1426,2023-04-15,55,41
Y1427,2023-04-15,70,54
Y1428,2023-04-15,64,61
Y1429,2023-04-15,76,67
Y1430,2023-04-15,53,51
Y1431,2023-04-15,51,49
Y1432,2023-04-15,71,65
Y1433,2023-04-15,65,56
Y1434,2023-04-15,64,56
Y1435,2023-04-15,71,61
Y1436,2023-04-15,65,53
Y1437,2023-04-15,80,69
Y1438,2023-04-15,71,56
Y1439,2023-04-15,68,61
Y1440,2023-04-15,80,68
Y1441,2023-04-15,58,52
Y1442,2023-04-15,58,47
Y1443,2023-04-15,75,62
Y1444,2023-04-15,63,60
Y1445,2023-04-15,68,54
Y1446,2023-04-15,56,47
Y1447,2023-04-15,58,55
Y1448,2023-04-15,59,54
Y1449,2023-04-15,75,63
Y1450,2023-04-15,67,52
Y1451,2023-04-15,72,54
Y1452,2023-04-15,82,79
Y1453,2023-04-15,60,49
Y1454,2023-04-15,66,64
Y1455,2023-04-15,64,51
Y1456,2023-04-15,68,56
Y1457,2023-04-15,66,59
Y1458,2023-04-15,64,61
Y1459,2023-04-15,60,47
Y1460,2023-04-15,61,42
Y1461,2023-04-15,65,59
Y1462,2023-04-15,62,54
Y1463,2023-04-15,61,61
Y1464,2023-04-15,54,44
Y1465,2023-04-15,77,62
Y1466,2023-04-15,61,50
Y1467,2023-04-15,65,58
Y1468,2023-04-15,62,62
Y1469,2023-04-15,59,43
Y1470,2023-04-15,71,58
Y1471,2023-04-15,64,59
Y1472,2023-04-15,77,76
Y1473,2023-04-15,77,75
Y1474,2023-04-15,53,41
Y1475,2023-04-15,57,57
Y1476,2023-04-15,63,63
Y1477,2023-04-15,54,42
Y1478,2023-04-15,52,46
Y1479,2023-04-15,75,62
Y1480,2023-04-15,68,54
Y1481,2023-04-15,66,52
Y1482,2023-04-15,75,58
Y1483,2023-04-15,77,75
Y1484,2023-04-15,62,48
Y1485,2023-04-15,65,63
Y1486,2023-04-15,66,50
Y1487,2023-04-15,60,59
Y1488,2023-04-15,76,65
Y1489,2023-04-15,52,45
Y1490,2023-04-15,75,63
Y1491,2023-04-15,57,41
Y1492,2023-04-15,80,72
Y1493,2023-04-15,70,68
Y1494,2023-04-15,67,52
Y1495,2023-04-15,60,42
Y1496,2023-04-15,78,62
Y1497,2023-04-15,61,43
Y1498,2023-04-15,73,54
Y1499,2023-04-15,60,58
Y1500,2023-04-15,57,56
Y0001,2023-07-15,73,69
Y0002,2023-07-15,64,53
Y0003,2023-07-15,69,61
Y0004,2023-07-15,72,64
Y0005,2023-07-15,61,56
Y0006,2023-07-15,55,54
Y0007,2023-07-15,63,57
Y0008,2023-07-15,69,49
Y0009,2023-07-15,74,62
Y0010,2023-07-15,64,61
Y0011,2023-07-15,69,61
Y0012,2023-07-15,66,54
Y0013,2023-07-15,65,53
Y0014,2023-07-15,70,58
Y0015,2023-07-15,77,63
Y0016,2023-07-15,61,58
Y0017,2023-07-15,76,67
Y0018,2023-07-15,69,60
Y0019,2023-07-15,66,54
Y0020,2023-07-15,63,50
Y0021,2023-07-15,61,56
Y0022,2023-07-15,68,53
Y0023,2023-07-15,71,61
Y0024,2023-07-15,73,68
Y0025,2023-07-15,63,48
Y0026,2023-07-15,68,56
Y0027,2023-07-15,58,57
Y0028,2023-07-15,66,54
Y0029,2023-07-15,58,43
Y0030,2023-07-15,68,56
Y0031,2023-07-15,80,70
Y0032,2023-07-15,62,55
Y0033,2023-07-15,66,52
Y0034,2023-07-15,83,83
Y0035,2023-07-15,54,46
Y0036,2023-07-15,72,60
Y0037,2023-07-15,57,55
Y0038,2023-07-15,65,54
Y0039,2023-07-15,86,66
Y0040,2023-07-15,84,75
Y0041,2023-07-15,61,49
Y0042,2023-07-15,53,49
Y0043,2023-07-15,73,55
Y0044,2023-07-15,64,63
Y0045,2023-07-15,73,57
Y0046,2023-07-15,76,58
Y0047,2023-07-15,61,57
Y0048,2023-07-15,77,64
Y0049,2023-07-15,86,85
Y0050,2023-07-15,79,70
Y0051,2023-07-15,76,68
Y0052,2023-07-15,80,66
Y0053,2023-07-15,72,57
Y0054,2023-07-15,66,56
Y0055,2023-07-15,81,81
Y0056,2023-07-15,75,58
Y0057,2023-07-15,59,55
Y0058,2023-07-15,78,59
Y0059,2023-07-15,74,57
Y0060,2023-07-15,78,70
Y0061,2023-07-15,79,75
Y0062,2023-07-15,77,64
Y0063,2023-07-15,65,55
Y0064,2023-07-15,60,40
Y0065,2023-07-15,84,74
Y0066,2023-07-15,62,60
Y0067,2023-07-15,76,57
Y0068,2023-07-15,74,67
Y0069,2023-07-15,56,36
Y0070,2023-07-15,55,40
Y0071,2023-07-15,56,51
Y0072,2023-07-15,61,48
Y0073,2023-07-15,61,57
Y0074,2023-07-15,68,53
Y0075,2023-07-15,55,48
Y0076,2023-07-15,68,50
Y0077,2023-07-15,84,77
Y0078,2023-07-15,76,59
Y0079,2023-07-15,73,72
Y0080,2023-07-15,70,52
Y0081,2023-07-15,62,59
Y0082,2023-07-15,77,63
Y0083,2023-07-15,58,50
Y0084,2023-07-15,58,55
Y0085,2023-07-15,68,59
Y0086,2023-07-15,62,52
Y0087,2023-07-15,77,65
Y0088,2023-07-15,80,75
Y0089,2023-07-15,68,62
Y0090,2023-07-15,58,40
Y0091,2023-07-15,75,61
Y0092,2023-07-15,72,63
Y0093,2023-07-15,84,64
Y0094,2023-07-15,67,50
Y0095,2023-07-15,74,55
Y0096,2023-07-15,76,68
Y0097,2023-07-15,65,61
Y0098,2023-07-15,68,67
Y0099,2023-07-15,84,66
Y0100,2023-07-15,75,63
Y0101,2023-07-15,71,63
Y0102,2023-07-15,64,47
Y0103,2023-07-15,73,56
Y0104,2023-07-15,65,47
Y0105,2023-07-15,66,55
Y0106,2023-07-15,81,70
Y0107,2023-07-15,73,62
Y0108,2023-07-15,71,65
Y0109,2023-07-15,63,62
Y0110,2023-07-15,64,54
Y0111,2023-07-15,63,44
Y0112,2023-07-15,85,81
Y0113,2023-07-15,73,69
Y0114,2023-07-15,58,39
Y0115,2023-07-15,73,59
Y0116,2023-07-15,85,68
Y0117,2023-07-15,65,54
Y0118,2023-07-15,66,55
Y0119,2023-07-15,68,58
Y0120,2023-07-15,61,54
Y0121,2023-07-15,61,53
Y0122,2023-07-15,62,61
Y0123,2023-07-15,79,79
Y0124,2023-07-15,77,72
Y0125,2023-07-15,63,57
Y0126,2023-07-15,63,44
Y0127,2023-07-15,76,68
Y0128,2023-07-15,80,65
Y0129,2023-07-15,74,67
Y0130,2023-07-15,79,62
Y0131,2023-07-15,85,84
Y0132,2023-07-15,62,61
Y0133,2023-07-15,67,66
Y0134,2023-07-15,75,59
Y0135,2023-07-15,64,62
Y0136,2023-07-15,61,55
Y0137,2023-07-15,81,80
Y0138,2023-07-15,76,68
Y0139,2023-07-15,84,80
Y0140,2023-07-15,65,62
Y0141,2023-07-15,70,70
Y0142,2023-07-15,84,80
Y0143,2023-07-15,63,52
Y0144,2023-07-15,83,68
Y0145,2023-07-15,64,59
Y0146,2023-07-15,75,67
Y0147,2023-07-15,66,48
Y0148,2023-07-15,85,84
Y0149,2023-07-15,64,55
Y0150,2023-07-15,64,58
Y0151,2023-07-15,60,44
Y0152,2023-07-15,72,61
Y0153,2023-07-15,73,57
Y0154,2023-07-15,73,60
Y0155,2023-07-15,57,37
Y0156,2023-07-15,62,58
Y0157,2023-07-15,54,36
Y0158,2023-07-15,79,79
Y0159,2023-07-15,76,68
Y0160,2023-07-15,66,59
Y0161,2023-07-15,79,62
Y0162,2023-07-15,59,55
Y0163,2023-07-15,73,57
Y0164,2023-07-15,72,62
Y0165,2023-07-15,56,54
Y0166,2023-07-15,84,82
Y0167,2023-07-15,73,70
Y0168,2023-07-15,68,61
Y0169,2023-07-15,82,79
Y0170,2023-07-15,69,50
Y0171,2023-07-15,63,49
Y0172,2023-07-15,67,64
Y0173,2023-07-15,69,69
Y0174,2023-07-15,75,75
Y0175,2023-07-15,71,68
Y0176,2023-07-15,71,59
Y0177,2023-07-15,73,56
Y0178,2023-07-15,63,47
Y0179,2023-07-15,78,70
Y0180,2023-07-15,62,55
Y0181,2023-07-15,83,81
Y0182,2023-07-15,65,64
Y0183,2023-07-15,71,51
Y0184,2023-07-15,65,47
Y0185,2023-07-15,76,71
Y0186,2023-07-15,69,52
Y0187,2023-07-15,58,47
Y0188,2023-07-15,69,62
Y0189,2023-07-15,67,53
Y0190,2023-07-15,67,65
Y0191,2023-07-15,54,49
Y0192,2023-07-15,71,70
Y0193,2023-07-15,64,60
Y0194,2023-07-15,74,58
Y0195,2023-07-15,75,57
Y0196,2023-07-15,62,53
Y0197,2023-07-15,83,66
Y0198,2023-07-15,57,43
Y0199,2023-07-15,71,57
Y0200,2023-07-15,63,62
Y0201,2023-07-15,63,52
Y0202,2023-07-15,70,50
Y0203,2023-07-15,65,63
Y0204,2023-07-15,83,81
Y0205,2023-07-15,78,61
Y0206,2023-07-15,84,79
Y0207,2023-07-15,75,61
Y0208,2023-07-15,80,69
Y0209,2023-07-15,62,62
Y0210,2023-07-15,78,71
Y0211,2023-07-15,74,58
Y0212,2023-07-15,82,79
Y0213,2023-07-15,69,64
Y0214,2023-07-15,83,67
Y0215,2023-07-15,86,73
Y0216,2023-07-15,81,68
Y0217,2023-07-15,67,47
Y0218,2023-07-15,74,54
Y0219,2023-07-15,74,63
Y0220,2023-07-15,59,47
Y0221,2023-07-15,78,75
Y0222,2023-07-15,53,49
Y0223,2023-07-15,60,51
Y0224,2023-07-15,63,63
Y0225,2023-07-15,69,54
Y0226,2023-07-15,82,63
Y0227,2023-07-15,62,51
Y0228,2023-07-15,75,75
Y0229,2023-07-15,77,69
Y0230,2023-07-15,58,48
Y0231,2023-07-15,70,56
Y0232,2023-07-15,76,65
Y0233,2023-07-15,65,63
Y0234,2023-07-15,81,63
Y0235,2023-07-15,71,56
Y0236,2023-07-15,66,60
Y0237,2023-07-15,65,62
Y0238,2023-07-15,72,66
Y0239,2023-07-15,69,51
Y0240,2023-07-15,83,75
Y0241,2023-07-15,74,56
Y0242,2023-07-15,78,70
Y0243,2023-07-15,66,66
Y0244,2023-07-15,74,68
Y0245,2023-07-15,60,52
Y0246,2023-07-15,74,73
Y0247,2023-07-15,75,68
Y0248,2023-07-15,80,79
Y0249,2023-07-15,76,75
Y0250,2023-07-15,75,65
Y0251,2023-07-15,71,61
Y0252,2023-07-15,83,81
Y0253,2023-07-15,59,53
Y0254,2023-07-15,62,45
Y0255,2023-07-15,67,49
Y0256,2023-07-15,66,59
Y0257,2023-07-15,72,62
Y0258,2023-07-15,71,55
Y0259,2023-07-15,78,75
Y0260,2023-07-15,68,56
Y0261,2023-07-15,58,47
Y0262,2023-07-15,66,57
Y0263,2023-07-15,74,66
Y0264,2023-07-15,78,69
Y0265,2023-07-15,65,48
Y0266,2023-07-15,69,62
Y0267,2023-07-15,67,61
Y0268,2023-07-15,80,62
Y0269,2023-07-15,61,55
Y0270,2023-07-15,61,55
Y0271,2023-07-15,70,60
Y0272,2023-07-15,64,51
Y0273,2023-07-15,64,56
Y0274,2023-07-15,59,53
Y0275,2023-07-15,76,74
Y0276,2023-07-15,60,49
Y0277,2023-07-15,60,53
Y0278,2023-07-15,75,56
Y0279,2023-07-15,61,55
Y0280,2023-07-15,83,81
Y0281,2023-07-15,72,63
Y0282,2023-07-15,72,60
Y0283,2023-07-15,62,58
Y0284,2023-07-15,73,73
Y0285,2023-07-15,85,84
Y0286,2023-07-15,59,54
Y0287,2023-07-15,65,63
Y0288,2023-07-15,86,69
Y0289,2023-07-15,62,46
Y0290,2023-07-15,80,79
Y0291,2023-07-15,80,79
Y0292,2023-07-15,65,48
Y0293,2023-07-15,71,71
Y0294,2023-07-15,63,47
Y0295,2023-07-15,67,53
Y0296,2023-07-15,72,56
Y0297,2023-07-15,60,60
Y0298,2023-07-15,75,70
Y0299,2023-07-15,58,56
Y0300,2023-07-15,66,60
Y0301,2023-07-15,67,67
Y0302,2023-07-15,64,56
Y0303,2023-07-15,78,63
Y0304,2023-07-15,77,67
Y0305,2023-07-15,64,58
Y0306,2023-07-15,65,45
Y0307,2023-07-15,64,45
Y0308,2023-07-15,75,57
Y0309,2023-07-15,64,44
Y0310,2023-07-15,80,61
Y0311,2023-07-15,64,50
Y0312,2023-07-15,79,75
Y0313,2023-07-15,68,65
Y0314,2023-07-15,78,70
Y0315,2023-07-15,64,56
Y0316,2023-07-15,66,62
Y0317,2023-07-15,80,70
Y0318,2023-07-15,64,58
Y0319,2023-07-15,72,56
Y0320,2023-07-15,54,38
Y0321,2023-07-15,66,51
Y0322,2023-07-15,62,61
Y0323,2023-07-15,80,61
Y0324,2023-07-15,66,52
Y0325,2023-07-15,77,65
Y0326,2023-07-15,55,38
Y0327,2023-07-15,84,84
Y0328,2023-07-15,72,57
Y0329,2023-07-15,71,69
Y0330,2023-07-15,76,70
Y0331,2023-07-15,81,70
Y0332,2023-07-15,65,54
Y0333,2023-07-15,79,73
Y0334,2023-07-15,76,69
Y0335,2023-07-15,63,59
Y0336,2023-07-15,64,51
Y0337,2023-07-15,62,46
Y0338,2023-07-15,73,61
Y0339,2023-07-15,61,46
Y0340,2023-07-15,81,73
Y0341,2023-07-15,61,53
Y0342,2023-07-15,75,74
Y0343,2023-07-15,70,61
Y0344,2023-07-15,85,83
Y0345,2023-07-15,62,50
Y0346,2023-07-15,65,55
Y0347,2023-07-15,84,70
Y0348,2023-07-15,84,84
Y0349,2023-07-15,83,80
Y0350,2023-07-15,66,53
Y0351,2023-07-15,72,52
Y0352,2023-07-15,61,42
Y0353,2023-07-15,67,64
Y0354,2023-07-15,69,53
Y0355,2023-07-15,75,71
Y0356,2023-07-15,82,78
Y0357,2023-07-15,75,55
Y0358,2023-07-15,59,50
Y0359,2023-07-15,80,63
Y0360,2023-07-15,59,48
Y0361,2023-07-15,74,58
Y0362,2023-07-15,79,66
Y0363,2023-07-15,67,65
Y0364,2023-07-15,64,49
Y0365,2023-07-15,63,62
Y0366,2023-07-15,71,56
Y0367,2023-07-15,77,75
Y0368,2023-07-15,72,53
Y0369,2023-07-15,70,57
Y0370,2023-07-15,76,59
Y0371,2023-07-15,75,71
Y0372,2023-07-15,60,50
Y0373,2023-07-15,60,48
Y0374,2023-07-15,65,57
Y0375,2023-07-15,74,69
Y0376,2023-07-15,80,76
Y0377,2023-07-15,67,59
Y0378,2023-07-15,66,47
Y0379,2023-07-15,69,53
Y0380,2023-07-15,67,62
Y0381,2023-07-15,66,57
Y0382,2023-07-15,72,59
Y0383,2023-07-15,72,63
Y0384,2023-07-15,68,59
Y0385,2023-07-15,64,59
Y0386,2023-07-15,56,37
Y0387,2023-07-15,65,56
Y0388,2023-07-15,67,60
Y0389,2023-07-15,76,57
Y0390,2023-07-15,70,67
Y0391,2023-07-15,65,52
Y0392,2023-07-15,65,53
Y0393,2023-07-15,72,64
Y0394,2023-07-15,80,72
Y0395,2023-07-15,68,63
Y0396,2023-07-15,80,62
Y0397,2023-07-15,80,79
Y0398,2023-07-15,57,52
Y0399,2023-07-15,79,72
Y0400,2023-07-15,58,54
Y0401,2023-07-15,78,69
Y0402,2023-07-15,54,36
Y0403,2023-07-15,72,61
Y0404,2023-07-15,67,56
Y0405,2023-07-15,76,61
Y0406,2023-07-15,70,56
Y0407,2023-07-15,57,52
Y0408,2023-07-15,68,68
Y0409,2023-07-15,55,50
Y0410,2023-07-15,61,50
Y0411,2023-07-15,63,63
Y0412,2023-07-15,76,60
Y0413,2023-07-15,65,58
Y0414,2023-07-15,63,44
Y0415,2023-07-15,77,73
Y0416,2023-07-15,56,46
Y0417,2023-07-15,62,49
Y0418,2023-07-15,82,80
Y0419,2023-07-15,65,52
Y0420,2023-07-15,84,72
Y0421,2023-07-15,58,48
Y0422,2023-07-15,85,84
Y0423,2023-07-15,86,77
Y0424,2023-07-15,57,39
Y0425,2023-07-15,75,73
Y0426,2023-07-15,68,62
Y0427,2023-07-15,85,71
Y0428,2023-07-15,85,66
Y0429,2023-07-15,68,55
Y0430,2023-07-15,65,61
Y0431,2023-07-15,67,60
Y0432,2023-07-15,76,73
Y0433,2023-07-15,79,77
Y0434,2023-07-15,78,58
Y0435,2023-07-15,83,69
Y0436,2023-07-15,86,81
Y0437,2023-07-15,79,72
Y0438,2023-07-15,74,68
Y0439,2023-07-15,66,52
Y0440,2023-07-15,58,46
Y0441,2023-07-15,67,48
Y0442,2023-07-15,63,59
Y0443,2023-07-15,84,77
Y0444,2023-07-15,64,48
Y0445,2023-07-15,63,49
Y0446,2023-07-15,66,62
Y0447,2023-07-15,76,62
Y0448,2023-07-15,67,57
Y0449,2023-07-15,82,64
Y0450,2023-07-15,71,59
Y0451,2023-07-15,70,67
Y0452,2023-07-15,70,51
Y0453,2023-07-15,74,63
Y0454,2023-07-15,83,72
Y0455,2023-07-15,69,65
Y0456,2023-07-15,80,66
Y0457,2023-07-15,68,59
Y0458,2023-07-15,64,52
Y0459,2023-07-15,69,54
Y0460,2023-07-15,71,66
Y0461,2023-07-15,61,47
Y0462,2023-07-15,83,64
Y0463,2023-07-15,60,56
Y0464,2023-07-15,60,53
Y0465,2023-07-15,81,74
Y0466,2023-07-15,71,67
Y0467,2023-07-15,74,66
Y0468,2023-07-15,77,61
Y0469,2023-07-15,75,73
Y0470,2023-07-15,62,45
Y0471,2023-07-15,70,63
Y0472,2023-07-15,82,67
Y0473,2023-07-15,76,61
Y0474,2023-07-15,74,57
Y0475,2023-07-15,57,43
Y0476,2023-07-15,83,74
Y0477,2023-07-15,84,73
Y0478,2023-07-15,65,56
Y0479,2023-07-15,82,72
Y0480,2023-07-15,71,56
Y0481,2023-07-15,62,60
Y0482,2023-07-15,74,61
Y0483,2023-07-15,62,43
Y0484,2023-07-15,71,68
Y0485,2023-07-15,70,55
Y0486,2023-07-15,61,61
Y0487,2023-07-15,76,68
Y0488,2023-07-15,75,70
Y0489,2023-07-15,67,58
Y0490,2023-07-15,71,69
Y0491,2023-07-15,69,65
Y0492,2023-07-15,86,77
Y0493,2023-07-15,65,58
Y0494,2023-07-15,62,54
Y0495,2023-07-15,59,53
Y0496,2023-07-15,63,47
Y0497,2023-07-15,71,70
Y0498,2023-07-15,54,40
Y0499,2023-07-15,72,55
Y0500,2023-07-15,73,72
Y0501,2023-07-15,76,69
Y0502,2023-07-15,69,57
Y0503,2023-07-15,58,45
Y0504,2023-07-15,77,74
Y0505,2023-07-15,72,62
Y0506,2023-07-15,74,66
Y0507,2023-07-15,71,56
Y0508,2023-07-15,64,46
Y0509,2023-07-15,83,75
Y0510,2023-07-15,73,60
Y0511,2023-07-15,85,79
Y0512,2023-07-15,67,64
Y0513,2023-07-15,83,75
Y0514,2023-07-15,77,69
Y0515,2023-07-15,68,66
Y0516,2023-07-15,74,59
Y0517,2023-07-15,70,53
Y0518,2023-07-15,67,49
Y0519,2023-07-15,57,40
Y0520,2023-07-15,77,61
Y0521,2023-07-15,73,59
Y0522,2023-07-15,70,63
Y0523,2023-07-15,62,48
Y0524,2023-07-15,69,67
Y0525,2023-07-15,65,62
Y0526,2023-07-15,61,58
Y0527,2023-07-15,78,69
Y0528,2023-07-15,64,50
Y0529,2023-07-15,71,57
Y0530,2023-07-15,69,57
Y0531,2023-07-15,85,80
Y0532,2023-07-15,64,62
Y0533,2023-07-15,64,49
Y0534,2023-07-15,75,60
Y0535,2023-07-15,69,50
Y0536,2023-07-15,80,60
Y0537,2023-07-15,67,47
Y0538,2023-07-15,71,55
Y0539,2023-07-15,62,49
Y0540,2023-07-15,70,51
Y0541,2023-07-15,54,35
Y0542,2023-07-15,68,49
Y0543,2023-07-15,62,43
Y0544,2023-07-15,76,58
Y0545,2023-07-15,79,65
Y0546,2023-07-15,66,54
Y0547,2023-07-15,64,57
Y0548,2023-07-15,59,45
Y0549,2023-07-15,75,73
Y0550,2023-07-15,68,67
Y0551,2023-07-15,56,48
Y0552,2023-07-15,57,56
Y0553,2023-07-15,69,50
Y0554,2023-07-15,66,56
Y0555,2023-07-15,76,74
Y0556,2023-07-15,79,61
Y0557,2023-07-15,64,63
Y0558,2023-07-15,76,60
Y0559,2023-07-15,86,69
Y0560,2023-07-15,60,56
Y0561,2023-07-15,71,56
Y0562,2023-07-15,54,53
Y0563,2023-07-15,68,63
Y0564,2023-07-15,66,49
Y0565,2023-07-15,60,51
Y0566,2023-07-15,64,45
Y0567,2023-07-15,74,54
Y0568,2023-07-15,73,65
Y0569,2023-07-15,78,66
Y0570,2023-07-15,78,66
Y0571,2023-07-15,82,62
Y0572,2023-07-15,60,44
Y0573,2023-07-15,56,40
Y0574,2023-07-15,65,56
Y0575,2023-07-15,79,73
Y0576,2023-07-15,64,55
Y0577,2023-07-15,82,69
Y0578,2023-07-15,72,52
Y0579,2023-07-15,63,60
Y0580,2023-07-15,74,56
Y0581,2023-07-15,87,76
Y0582,2023-07-15,71,60
Y0583,2023-07-15,76,76
Y0584,2023-07-15,64,45
Y0585,2023-07-15,74,70
Y0586,2023-07-15,75,58
Y0587,2023-07-15,63,61
Y0588,2023-07-15,74,58
Y0589,2023-07-15,79,74
Y0590,2023-07-15,79,79
Y0591,2023-07-15,58,55
Y0592,2023-07-15,67,66
Y0593,2023-07-15,64,44
Y0594,2023-07-15,82,74
Y0595,2023-07-15,73,56
Y0596,2023-07-15,76,72
Y0597,2023-07-15,75,56
Y0598,2023-07-15,78,67
Y0599,2023-07-15,62,56
Y0600,2023-07-15,60,47
Y0601,2023-07-15,62,49
Y0602,2023-07-15,62,44
Y0603,2023-07-15,69,56
Y0604,2023-07-15,67,49
Y0605,2023-07-15,68,54
Y0606,2023-07-15,69,50
Y0607,2023-07-15,54,40
Y0608,2023-07-15,62,55
Y0609,2023-07-15,66,60
Y0610,2023-07-15,54,37
Y0611,2023-07-15,73,66
Y0612,2023-07-15,73,72
Y0613,2023-07-15,74,67
Y0614,2023-07-15,72,61
Y0615,2023-07-15,72,61
Y0616,2023-07-15,74,74
Y0617,2023-07-15,77,74
Y0618,2023-07-15,57,46
Y0619,2023-07-15,72,62
Y0620,2023-07-15,69,66
Y0621,2023-07-15,60,60
Y0622,2023-07-15,66,49
Y0623,2023-07-15,58,41
Y0624,2023-07-15,58,40
Y0625,2023-07-15,69,57
Y0626,2023-07-15,59,46
Y0627,2023-07-15,68,56
Y0628,2023-07-15,67,47
Y0629,2023-07-15,84,76
Y0630,2023-07-15,61,61
Y0631,2023-07-15,81,66
Y0632,2023-07-15,82,69
Y0633,2023-07-15,60,58
Y0634,2023-07-15,61,44
Y0635,2023-07-15,79,61
Y0636,2023-07-15,84,73
Y0637,2023-07-15,72,66
Y0638,2023-07-15,62,51
Y0639,2023-07-15,68,60
Y0640,2023-07-15,64,62
Y0641,2023-07-15,64,61
Y0642,2023-07-15,70,60
Y0643,2023-07-15,69,69
Y0644,2023-07-15,60,57
Y0645,2023-07-15,53,39
Y0646,2023-07-15,79,60
Y0647,2023-07-15,70,57
Y0648,2023-07-15,77,73
Y0649,2023-07-15,77,66
Y0650,2023-07-15,61,42
Y0651,2023-07-15,69,49
Y0652,2023-07-15,70,65
Y0653,2023-07-15,78,74
Y0654,2023-07-15,59,43
Y0655,2023-07-15,65,48
Y0656,2023-07-15,62,55
Y0657,2023-07-15,75,71
Y0658,2023-07-15,82,67
Y0659,2023-07-15,72,54
Y0660,2023-07-15,77,73
Y0661,2023-07-15,76,67
Y0662,2023-07-15,73,61
Y0663,2023-07-15,70,59
Y0664,2023-07-15,56,50
Y0665,2023-07-15,58,47
Y0666,2023-07-15,68,52
Y0667,2023-07-15,70,64
Y0668,2023-07-15,77,73
Y0669,2023-07-15,68,64
Y0670,2023-07-15,68,59
Y0671,2023-07-15,58,58
Y0672,2023-07-15,57,50
Y0673,2023-07-15,65,65
Y0674,2023-07-15,71,66
Y0675,2023-07-15,56,45
Y0676,2023-07-15,84,79
Y0677,2023-07-15,80,74
Y0678,2023-07-15,55,50
Y0679,2023-07-15,72,52
Y0680,2023-07-15,65,51
Y0681,2023-07-15,64,59
Y0682,2023-07-15,78,73
Y0683,2023-07-15,59,39
Y0684,2023-07-15,56,52
Y0685,2023-07-15,74,62
Y0686,2023-07-15,56,53
Y0687,2023-07-15,62,51
Y0688,2023-07-15,84,81
Y0689,2023-07-15,82,76
Y0690,2023-07-15,55,42
Y0691,2023-07-15,61,55
Y0692,2023-07-15,75,69
Y0693,2023-07-15,62,43
Y0694,2023-07-15,54,45
Y0695,2023-07-15,67,62
Y0696,2023-07-15,58,44
Y0697,2023-07-15,84,65
Y0698,2023-07-15,76,65
Y0699,2023-07-15,82,76
Y0700,2023-07-15,77,60
Y0701,2023-07-15,75,59
Y0702,2023-07-15,72,54
Y0703,2023-07-15,62,44
Y0704,2023-07-15,84,65
Y0705,2023-07-15,86,76
Y0706,2023-07-15,71,61
Y0707,2023-07-15,64,50
Y0708,2023-07-15,77,60
Y0709,2023-07-15,72,69
Y0710,2023-07-15,57,41
Y0711,2023-07-15,71,67
Y0712,2023-07-15,69,55
Y0713,2023-07-15,69,65
Y0714,2023-07-15,76,67
Y0715,2023-07-15,67,52
Y0716,2023-07-15,79,60
Y0717,2023-07-15,72,54
Y0718,2023-07-15,81,72
Y0719,2023-07-15,78,78
Y0720,2023-07-15,60,46
Y0721,2023-07-15,66,48
Y0722,2023-07-15,78,65
Y0723,2023-07-15,86,80
Y0724,2023-07-15,61,51
Y0725,2023-07-15,70,60
Y0726,2023-07-15,76,72
Y0727,2023-07-15,60,40
Y0728,2023-07-15,69,61
Y0729,2023-07-15,73,61
Y0730,2023-07-15,81,67
Y0731,2023-07-15,61,43
Y0732,2023-07-15,74,69
Y0733,2023-07-15,64,64
Y0734,2023-07-15,66,54
Y0735,2023-07-15,63,46
Y0736,2023-07-15,69,56
Y0737,2023-07-15,65,64
Y0738,2023-07-15,74,65
Y0739,2023-07-15,80,65
Y0740,2023-07-15,82,75
Y0741,2023-07-15,65,61
Y0742,2023-07-15,75,60
Y0743,2023-07-15,79,63
Y0744,2023-07-15,65,47
Y0745,2023-07-15,75,69
Y0746,2023-07-15,70,50
Y0747,2023-07-15,54,36
Y0748,2023-07-15,59,47
Y0749,2023-07-15,81,63
Y0750,2023-07-15,63,59
Y0751,2023-07-15,76,63
Y0752,2023-07-15,66,52
Y0753,2023-07-15,82,64
Y0754,2023-07-15,56,49
Y0755,2023-07-15,59,50
Y0756,2023-07-15,68,57
Y0757,2023-07-15,74,58
Y0758,2023-07-15,73,66
Y0759,2023-07-15,77,64
Y0760,2023-07-15,62,60
Y0761,2023-07-15,70,65
Y0762,2023-07-15,76,64
Y0763,2023-07-15,66,50
Y0764,2023-07-15,59,57
Y0765,2023-07-15,68,60
Y0766,2023-07-15,70,54
Y0767,2023-07-15,73,72
Y0768,2023-07-15,66,58
Y0769,2023-07-15,76,63
Y0770,2023-07-15,68,60
Y0771,2023-07-15,66,56
Y0772,2023-07-15,61,59
Y0773,2023-07-15,59,50
Y0774,2023-07-15,56,39
Y0775,2023-07-15,61,59
Y0776,2023-07-15,85,65
Y0777,2023-07-15,80,70
Y0778,2023-07-15,75,60
Y0779,2023-07-15,73,53
Y0780,2023-07-15,67,48
Y0781,2023-07-15,59,41
Y0782,2023-07-15,58,43
Y0783,2023-07-15,75,58
Y0784,2023-07-15,87,76
Y0785,2023-07-15,64,54
Y0786,2023-07-15,65,45
Y0787,2023-07-15,80,73
Y0788,2023-07-15,60,48
Y0789,2023-07-15,79,72
Y0790,2023-07-15,74,62
Y0791,2023-07-15,79,70
Y0792,2023-07-15,79,72
