SOP Type,SOP Number,Item Number,Item Description,QTY,Unit Cost,Unit Price,Customer Number,Customer Class,Document Status,Item Class Code,Posting Status,Salesperson ID,Void Status
Order,ORDST2072,PHON-ATT-53RD,Cordless-Attractive 5352-Red,6,91.59,189.95,CENTRALC0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST1024,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,3,4.55,9.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1024,ACCS-HDS-2EAR,Headset - Dual Ear,1,41.98,89.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1025,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1025,PHON-GTE-3458,Memory-Grand M3458,4,0,9.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1025,FAXX-SLK-2100,Sleek UX-2100 fax,5,879.05,1759.95,BAKERSEM0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1026,FAXX-SLK-2100,Sleek UX-2100 fax,3,879.05,1759.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST1026,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST1026,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2000,HDWR-PNL-0001,Control Panel,5,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2001,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,6,93.55,189.95,AMERICAN0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2002,PHON-ATT-53WH,Cordless-Attractive 5352-White,6,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2003,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,119.95,ADVANCED0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2004,PHON-ATT-53WH,Cordless-Attractive 5352-White,2,92.59,189.95,RIVERSID0001,CAN-ABBCYKNWTT7,Posted,ATT CORD,Unposted,ERIN J.,Normal
Order,ORDST2005,FAXX-RIC-060E,Richelieu Fax 60E,1,479.05,959.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2006,PHON-ATT-0712,Attractive 712 wall phone,5,35.89,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2007,ANSW-PAN-2460,Panache KX-T2460 answer,2,75.15,149.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2008,PHON-PAN-3155,Panache KX-T3155 desk,3,59.5,119.95,LONDONBE0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST2009,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,MIDLANDC0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2010,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2011,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2012,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2013,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,ISNINDUS0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2014,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,ATT CORD,Unposted,NANCY B.,Normal
Order,ORDST2015,HDWR-PNL-0001,Control Panel,1,303.85,609.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2016,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,5,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2017,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2018,PHON-BUS-1250,"Handset,multi-line",2,179.85,359.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2019,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2020,HDWR-PRO-4862,Pro processor 4S,2,2998.15,5999.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2021,HDWR-PRO-4862,Pro processor 4S,1,2998.15,5999.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2022,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2023,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2024,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,4,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2025,FAXX-CAN-9800,Cantata FaxPhone 9800,10,1197,2399.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2026,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2027,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2028,100XLG,Green Phone,10,55.5,59.95,ADAMPARK0001,USA-INMI-T2,Posted,,Unposted,GREG E.,Normal
Order,ORDST2029,100XLG,Green Phone,10,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Unposted,PAUL W.,Normal
Order,ORDST2030,100XLG,Green Phone,2,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Unposted,PAUL W.,Normal
Order,ORDST2031,100XLG,Green Phone,5,55.5,59.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,,Unposted,NANCY B.,Normal
Order,ORD1008,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORD1009,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,ADAMPARK0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDPH1001,SOFT-PHM-0001,Phone Mail System,1,34550,69109.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDPH1002,TRAN-STR-N394,"Transistor,2N394",5,9.81,19.95,WESTCENT0001,USA-ILMO-T1,Posted,,Unposted,PAUL W.,Normal
Order,ORDPH1003,PHON-ATT-0712,Attractive 712 wall phone,1,35.89,79.95,CENTRALI0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDPH1003,PHSY-STD-0001,Standard Phone System,1,5072.3,10149.95,CENTRALI0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDPH1003,ACCS-HDS-2EAR,Headset - Dual Ear,10,41.98,0,CENTRALI0001,USA-ILMO-T1,Posted,RETAIL,Unposted,,Normal
Order,ORDPH1003,PHON-BUS-1250,"Handset,multi-line",10,179.85,0,CENTRALI0001,USA-ILMO-T1,Posted,RETAIL,Unposted,,Normal
Order,ORDPH1003,WIRE-MCD-0001,Multi conductor wire,100,0.54,0,CENTRALI0001,USA-ILMO-T1,Posted,,Unposted,,Normal
Order,ORDPH1003,ASMB-LBR-0001,"Labor, Parts Assembly",80,35,0,CENTRALI0001,USA-ILMO-T1,Posted,,Unposted,,Normal
Order,ORDPH1004,HDWR-SRG-0001,Surge Protector Panel,1,18.65,39.95,MIDLANDC0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDPH1005,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,LECLERC0001,CAN-PQMT-T5,Posted,ATT CORD,Unposted,FRANCINE B.,Normal
Order,ORDPH1006,HDWR-PNL-0001,Control Panel,1,303.85,609.95,BOYLESCO0001,AUSTRALIA-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDPH1007,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDRP1000,HDWR-SRG-0001,Surge Protector Panel,1,18.65,39.95,ATMORERE0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDSPEC1000,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,COMPUTER0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDSPEC1001,HDWR-SRG-0001,Surge Protector Panel,2,18.65,39.95,COUNTRYV0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST1002,HDWR-SRG-0001,Surge Protector Panel,1,18.65,39.95,ASSOCIAT0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST1002,HDWR-PNL-0001,Control Panel,1,303.85,609.95,ASSOCIAT0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST1008,HDWR-PRO-4862,Processor 486/25MHz,1,2998.15,5999.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST1009,WIRE-SCD-0001,Single conductor wire,25,0.16,0.35,LAWRENCE0001,USA-IAKSNE-T3,Posted,,Unposted,NANCY B.,Normal
Order,ORDST1010,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST1011,PHON-ATT-5354,Cordless-Attractive 5354,2,115.85,239.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Unposted,NANCY B.,Normal
Order,ORDST1012,PHON-SNY-1250,Phone/Answ System 1250,2,89,179.95,WESTSIDE0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST1013,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,COMMUNIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1013,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,9,4.55,9.95,COMMUNIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1014,PHON-ATT-53RD,Cordless-Attractive 5352-Red,1,91.59,189.95,LASERMES0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST1014,PHON-GTE-6000,,1,149.95,295.65,LASERMES0001,USA-MNWI-T4,Posted,,Unposted,SANDRA M.,Normal
Order,ORDST1015,HDWR-CIM-0001,Control interface/Memory,1,3290.55,6589.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST1016,ASMB-LBR-0001,"Labor, Parts Assembly",10,35,34.95,BAKERSEM0001,USA-INMI-T2,Posted,,Unposted,GREG E.,Normal
Order,ORDST1017,PHON-ATT-53RD,Cordless-Attractive 5352-Red,50,91.59,189.95,LEISURET0001,AUSTRALIA-T8,Posted,ATT CORD,Unposted,IAN M.,Normal
Order,ORDST1018,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,COUNTRYV0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST1018,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,4,4.55,9.95,COUNTRYV0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST1019,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1019,ACCS-HDS-2EAR,Headset - Dual Ear,1,41.98,89.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1020,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,DOLLISCO0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST1021,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,LONDONBE0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST1022,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CASTLEIN0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1023,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST1023,ACCS-HDS-2EAR,Headset - Dual Ear,3,41.98,89.95,ADVANCED0002,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Invoice,INVS3000,3-C2924A,"T0101 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,CELLULAR0001,USA-ILMO-T1,Posted,COMPONENTS,Posted,PAUL W.,Normal
Invoice,INVS3000,3-D2657A,T0101 - DB 15 Male Adapter,1,5,6,CELLULAR0001,USA-ILMO-T1,Posted,COMPONENTS,Posted,PAUL W.,Normal
Invoice,INVS3000,3-D2659A,T0101 - DB 25 Female Adapter,1,5,6,CELLULAR0001,USA-ILMO-T1,Posted,COMPONENTS,Posted,PAUL W.,Normal
Invoice,INVS3004,5-FEE,T0102 - Per Call Fee,1,8,100,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3004,5-FEE,T0102 - Per Call Fee,1,8,100,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Order,RMA002000,4-A3666A,4.2GB LP Disk Drive,1,1250,1600,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENT2,Unposted,IAN M.,Normal
Order,RMA002000,3-B3813A,Keyboard,2,50,60,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENTS,Unposted,IAN M.,Normal
Invoice,INVS3005,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,DOLLISCO0001,CAN-PQMT-T5,Posted,COMPONENTS,Posted,FRANCINE B.,Normal
Invoice,INVS3005,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6,DOLLISCO0001,CAN-PQMT-T5,Posted,COMPONENTS,Posted,FRANCINE B.,Normal
Invoice,INVS3005,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6,DOLLISCO0001,CAN-PQMT-T5,Posted,COMPONENTS,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-STDLABOR,T0102 - Standard service labor,2,75,250,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-FEE,T0102 - Per Call Fee,1,8,100,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3005,5-FEE,T0102 - Per Call Fee,1,8,115,DOLLISCO0001,CAN-PQMT-T5,Posted,,Posted,FRANCINE B.,Normal
Invoice,INVS3006,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,HOMEFURN0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3006,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6,HOMEFURN0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3006,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6,HOMEFURN0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3006,5-STDLABOR,T0102 - Standard service labor,2,75,250,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3006,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3006,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3006,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3006,5-FEE,T0102 - Per Call Fee,1,8,100,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3006,5-FEE,T0102 - Per Call Fee,1,8,115,HOMEFURN0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3007,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,ASTORSUI0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3007,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6,ASTORSUI0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3007,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6,ASTORSUI0001,USA-INMI-T2,Posted,COMPONENTS,Posted,GREG E.,Normal
Invoice,INVS3007,5-STDLABOR,T0102 - Standard service labor,2,75,250,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3007,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3000,5-STDLABOR,T0101 - Standard service labor,2,75,250,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3000,5-STDLABOR,T0101 - Standard service labor,0.5,75,250,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3000,5-TVLLABOR,T0101 - Travel Labor,0.5,50,75,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3000,5-OVTLABOR,T0101 - Overtime service labor,1,137.5,250,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3000,5-FEE,T0101 - Per Call Fee,1,8,100,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3000,5-FEE,T0101 - Per Call Fee,1,8,115,CELLULAR0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3001,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,CENTRALD0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3001,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6,CENTRALD0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3001,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6,CENTRALD0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-STDLABOR,T0102 - Standard service labor,2,75,250,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-FEE,T0102 - Per Call Fee,1,8,100,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3001,5-FEE,T0102 - Per Call Fee,1,8,115,CENTRALD0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.38,COMPUTEC0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3002,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6,COMPUTEC0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3002,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6,COMPUTEC0001,USA-MNWI-T4,Posted,COMPONENTS,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-STDLABOR,T0102 - Standard service labor,2,75,250,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-FEE,T0102 - Per Call Fee,1,8,100,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3002,5-FEE,T0102 - Per Call Fee,1,8,115,COMPUTEC0001,USA-MNWI-T4,Posted,,Posted,SANDRA M.,Normal
Invoice,INVS3003,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,174.36,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3003,3-D2657A,T0102 - DB 15 Male Adapter,1,5,6.01,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3003,3-D2659A,T0102 - DB 25 Female Adapter,1,5,6.01,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3003,5-STDLABOR,T0102 - Standard service labor,2,75,250,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3003,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3003,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3003,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3003,5-FEE,T0102 - Per Call Fee,1,8,100,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3003,5-FEE,T0102 - Per Call Fee,1,8,115,COMPUTER0003,AUSTRALIA-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3004,3-C2924A,"T0102 - SCSI Cable, 2.5m. 68-pin HI-Density",1,90,0,COUNTRYV0001,NEWZEALAND-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3004,3-D2657A,T0102 - DB 15 Male Adapter,1,5,0,COUNTRYV0001,NEWZEALAND-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3004,3-D2659A,T0102 - DB 25 Female Adapter,1,5,0,COUNTRYV0001,NEWZEALAND-T8,Posted,COMPONENTS,Posted,IAN M.,Normal
Invoice,INVS3004,5-STDLABOR,T0102 - Standard service labor,2,75,0,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3004,5-STDLABOR,T0102 - Standard service labor,0.5,75,0,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3004,5-TVLLABOR,T0102 - Travel Labor,0.5,50,0,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3004,5-OVTLABOR,T0102 - Overtime service labor,1,137.36,0,COUNTRYV0001,NEWZEALAND-T8,Posted,,Posted,IAN M.,Normal
Invoice,INVS3007,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3007,5-OVTLABOR,T0102 - Overtime service labor,1,137.5,250,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3007,5-FEE,T0102 - Per Call Fee,1,8,100,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,INVS3007,5-FEE,T0102 - Per Call Fee,1,8,115,ASTORSUI0001,USA-INMI-T2,Posted,,Posted,GREG E.,Normal
Invoice,RMA003000,4-A3666A,4.2GB LP Disk Drive,1,1250,1600,COMPUTER0003,AUSTRALIA-T8,Posted,COMPONENT2,Posted,IAN M.,Normal
Invoice,INVS3008,5-STDLABOR,T0102 - Standard service labor,2,75,250,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3008,5-STDLABOR,T0102 - Standard service labor,0.5,75,250,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
Invoice,INVS3008,5-TVLLABOR,T0102 - Travel Labor,0.5,50,75,AARONFIT0001,USA-ILMO-T1,Posted,,Posted,PAUL W.,Normal
